idAjusteDirecto,contract_description,type_spender,type_spender1,type_spender2,name_spender,CIF_spender,name_receiver,CIF_receiver,dataCelebracaoContrato,precoContratual,region1,region2,region3
237052,"Empreirada de Construção e Instalação de um Núcleo de Interpretação Ambiental na Duna da Cresmina, Guincho - Cascais, compreendendo os referidos trabalhos, o fornecimento da mão-de-obra adequada, materiais, máquinas e equipamentos necessários à realização das intervenções necessárias.",Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,TOSCCA - Soluções em Madeira,503150100,2010-12-14T00:00:00Z,141733.78,Portugal,Lisboa,Cascais
237132,"Empreitada de Construção de Percursos Interpretativos da Duna da Cresmina, Guincho - Cascais, compreendendo os referidos trabalhos, o fornecimento da mão-de-obra adequada, materiais, máquinas e equipamentos necessários à realização das intervenções necessárias.",Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"Ideal Jardins, Construção e Manutenção, Lda.",504229753,2010-12-30T00:00:00Z,128960,Portugal,Lisboa,Cascais
237135,Prestação de Serviços de Instalação de estruturas biofísicas regeneradoras dunares do sistema dunar da Cresmina/Guincho - Cascais,Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"EGEO - Tecnologia e Ambiente, S.A.",500512884,2010-09-20T00:00:00Z,73838,Portugal,Lisboa,Cascais
237148,Prestação de Serviços de Beneficiação da Vegetação Autóctone e Recuperação de Galerias Ripícolas,Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"EGEO - Tecnologia e Ambiente, S.A.",500512884,2010-09-20T00:00:00Z,58969.8,Portugal,Lisboa,Cascais
237159,Prestação de Serviços de Controlo e Erradicação de Espécies Não-Indígenas e Invasoras Sistema Dunar da Cresmina/Guincho - Cascais,Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"SILVAPOR - Agricultura e Silvicultura, Lda.",502131080,2010-09-14T00:00:00Z,11797.5,Portugal,Lisboa,Cascais
237164,Prestação de Serviços de Plantação de Espécies Estabilizadoras Naturais dos Sistemas Dunars na Praia da Cresmina/Guincho - Cascais,Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"SILVAPOR - Agricultura e Silvicultura, Lda.",502313080,2010-09-14T00:00:00Z,73920,Portugal,Lisboa,Cascais
237167,Prestação de Serviços de Condicionamento de Acessos e Controlo de Pisoteiro no Sistema Dunar da Cresmina Guincho/Cascais,Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"Carmo - Estruturas em Madeira, S.A.",507344898,2010-09-14T00:00:00Z,22251.37,Portugal,Lisboa,Cascais
240099,"Construção e Instalação de um Núcleo de Interpretação Ambiental da Duna da Cresmina - Guincho, Cascais",Administração Pública,Agência Cascais Natura,Agência,Agência Cascais Natura,507941616,"TOSCCA - Soluções em Madeira, Lda.",503150100,2010-12-14T00:00:00Z,141733.78,Portugal,Lisboa,Cascais
243431,"As tarefas previstas no âmbito da Assessoria Técnica e Científica são, designadamente, as seguintesa)Coordenação e supervisão técnico-científica da acção global da AdEPorto e dos projectos identificados no Plano de Actividades 2011b)Assessoria na definição da estratégia de acção da AdEPortoc)Assistência na montagem de projectos concretosd)Assessoria noutras questões de carácter técnico-científico.",Administração Pública,ADEPORTO - Agência de Energia do Porto,Agência,ADEPORTO - Agência de Energia do Porto,507886550,Fundação Gomes Teixeira,502010282,2011-02-06T00:00:00Z,25000,Portugal,Porto,Porto
248750,"Aquisição de um Contrato de Manutenção Evolutiva de 40 horas para o Portal Almada Digital, para o período de 16 de Junho de 2011 a 15 de Junho de 2012.",Administração Pública,Novalmadavelha - Agência de Desenvolvimento Local,Agência,Novalmadavelha - Agência de Desenvolvimento Local,504974688,"ITDS - Internet, Tecnologias e Desenvolvimento de Software, S.A.",506247058,2011-06-16T00:00:00Z,5700,Portugal,Setúbal,Almada
249812,Prestação de serviços de aluguer de equipamento informático e assistência técnica.,Administração Pública,ADERAM - Agência de Desenvolvimento da Região Autónoma da Madeira,Agência,ADERAM - Agência de Desenvolvimento da Região Autónoma da Madeira,511127626,"MCI - Maurílio Caires Informática, Lda",511099290,2011-07-27T00:00:00Z,8172,Portugal,Região Autónoma da Madeira,Funchal
